mediaID,deploymentID,captureMethod,timestamp,filePath,filePublic,fileName,fileMediatype,sampleRate,bitDepth,fileLength,numChannels,favorite,mediaComments
MC-002_20240301_080000.WAV,MC-002,activityDetection,2024-03-01T08:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_080000.WAV,False,MC-002_20240301_080000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_083000.WAV,MC-002,activityDetection,2024-03-01T08:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_083000.WAV,False,MC-002_20240301_083000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_090000.WAV,MC-002,activityDetection,2024-03-01T09:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_090000.WAV,False,MC-002_20240301_090000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_093000.WAV,MC-002,activityDetection,2024-03-01T09:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_093000.WAV,False,MC-002_20240301_093000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_100000.WAV,MC-002,activityDetection,2024-03-01T10:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_100000.WAV,False,MC-002_20240301_100000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_103000.WAV,MC-002,activityDetection,2024-03-01T10:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_103000.WAV,False,MC-002_20240301_103000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_110000.WAV,MC-002,activityDetection,2024-03-01T11:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_110000.WAV,False,MC-002_20240301_110000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_113000.WAV,MC-002,activityDetection,2024-03-01T11:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_113000.WAV,False,MC-002_20240301_113000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_120000.WAV,MC-002,activityDetection,2024-03-01T12:00:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_120000.WAV,False,MC-002_20240301_120000.WAV,audio/WAV,48000,16,60.0,1,,
MC-002_20240301_123000.WAV,MC-002,activityDetection,2024-03-01T12:30:00-05:00,/Volumes/lacie_macosx/github/pamflow_tutorial_data/sample_audios/MC-002/MC-002_20240301_123000.WAV,False,MC-002_20240301_123000.WAV,audio/WAV,48000,16,60.0,1,,
